,id_user,ds,n_searches,n_nights,n_guests_min,n_guests_max,origin_country,filter_price_min,filter_price_max,filter_room_types,filter_neighborhoods
949,0c6278de-5f92-4692-911c-f5e643009831,2014-10-14,19.0,1.0,2.0,2.0,CA,0.0,885.0,",Entire home/apt",
950,0c62d09b-e5cb-43d9-9e37-776cf78c460d,2014-10-14,5.5,5.5,2.0,2.0,US,,,,
951,0c634826-1269-488d-9a67-3d7df5c0ff95,2014-10-09,1.0,,1.0,1.0,CA,,,,
952,0c6499dd-28b3-4e40-83ec-d564e4ea9c4a,2014-10-11,1.5,4.0,1.0,1.0,FR,,,,
953,0c65472a-956c-41a6-8289-ce6cfb0bcdad,2014-10-05,1.5,7.0,1.0,1.0,IE,,,Private room,
954,0c6adc01-e414-4d34-b1d2-ea5173b1f941,2014-10-13,2.5,17.0,1.0,1.5,CZ,0.0,25.0,,
955,0c6aeab7-cd7f-4c5d-8239-03ef68e1db03,2014-10-05,35.333333333333336,59.5,1.0,1.0,BR,15.0,430.5,",Entire home/apt,Private room,Shared room, Private room, Entire home/apt,Private room,Private room,Shared room",
956,0c6cfd0c-1a5c-4c18-839a-fd1ab9d959d2,2014-10-01,47.0,,1.0,1.0,IE,0.0,725.0,",Private room",
957,0c7100fd-c8b3-44ad-bec2-cbbeac16ca01,2014-10-08,1.0,14.0,2.0,2.0,US,0.0,130.0,,
958,0c7781aa-3715-412a-81e0-2cc6bb779fa5,"2014-10-08, 2014-10-02",7.5,2.0,6.0,6.5,CA,0.0,239.5,",Entire home/apt",
959,0c7a873b-bee0-4a4c-8801-e47ae532295e,"2014-10-08, 2014-10-07, 2014-10-10",5.2,1.0,1.2,1.6,IE,0.0,128.0,",Entire home/apt, Entire home/apt",
960,0c7c8254-0370-4b7b-90b6-8f8688be61ea,2014-10-11,2.0,1.0,1.0,1.0,IE,,,"Entire home/apt,Private room,Private room",
961,0c7cc9bb-4c8f-4233-b520-f4ab9588e4e3,2014-10-01,3.0,4.0,1.0,2.0,DE,0.0,61.0,Private room,
962,0c823da4-b54d-45dc-bfbc-68bbcad2ee4c,"2014-10-04, 2014-10-05",31.666666666666668,11.75,1.3333333333333333,2.0,US,,,",Entire home/apt",",Blackrock,Booterstown,Monkstown,Sandymount,Booterstown,Monkstown,Sandymount, ,Blackrock,Booterstown,Monkstown,Sandymount, ,Blackrock,Blackrock,Booterstown,Monkstown,Sandymount"
963,0c829f28-7d14-4091-b2a8-713922f89f9e,2014-10-07,2.0,2.0,2.0,2.0,US,,,,
964,0c85de06-845e-4ada-9e46-940bee6c3dc6,2014-10-13,7.0,5.0,5.0,5.0,GR,,,,
965,0c8a9f6e-62c9-42e9-a58a-d830cf2f52b8,2014-10-12,1.0,6.0,2.0,2.0,US,,,Entire home/apt,
966,0c969d0b-86d9-4f39-b2be-a56a9b4096b3,2014-10-06,14.0,3.0,2.0,2.0,DK,0.0,344.0,,
967,0ca9e2bc-ce99-468d-8e12-df6c3212158e,2014-10-13,4.0,3.0,1.0,1.5,US,0.0,103.0,",Private room",
968,0cae19b7-6a31-48af-894f-9b350673d8b5,2014-10-06,6.0,3.0,2.0,2.0,HR,,,Private room,
969,0caf6af4-6779-4869-905a-3e9d184145a2,2014-10-05,3.0,1.0,1.0,1.0,US,,,,
970,0cb1e5cf-6df9-49ec-94a5-7ebe35681f35,2014-10-01,31.0,2.0,6.0,6.0,GB,0.0,310.0,,
971,0cb6ef86-444d-4cc6-b791-60c1d39a04e7,2014-10-03,1.0,,1.0,1.0,IE,,,,
972,0cb91e1d-d49f-4722-b9b6-e025f7dffc27,2014-10-10,11.0,3.0,3.0,3.0,FR,0.0,137.0,,
973,0cb946f8-0cb3-47c0-8243-84fec8e97ea8,2014-10-10,5.0,1.0,1.0,1.0,IE,0.0,1073741823.0,,
974,0cba5550-e484-44c2-9518-dd7233d57b63,2014-10-02,2.0,4.0,2.0,2.0,US,,,",Entire home/apt",
975,0cc99ac6-0f81-4546-8b78-888f2512a3c8,2014-10-02,7.0,,1.0,1.0,FR,,,,
976,0ccb3a17-2c2f-4b4f-bd9c-6fb6dad4a9cc,2014-10-04,3.0,,1.0,1.0,GB,,,,
977,0ccbd517-b5b6-424f-bd88-a4b15c6221b7,2014-10-05,5.0,3.0,2.0,2.0,GB,,,Entire home/apt,
978,0ccce235-29a6-457a-ad41-bf511a994446,2014-10-14,4.0,1.0,1.0,1.0,US,0.0,35.0,,
979,0ccf9358-34e9-4f95-9b3c-5455c9f7cc6b,"2014-10-02, 2014-10-01",34.25,3.0,1.0,2.25,SI,0.0,182.5,",Entire home/apt",
980,0cd2a6db-1778-4347-8f8e-0eb30c2573b5,"2014-10-12, 2014-10-05",1.3333333333333333,3.0,1.3333333333333333,2.3333333333333335,GB,,,",Entire home/apt",
981,0cd53cd7-d8dd-4c4a-9c7e-63c115255922,2014-10-07,1.5,2.0,2.5,2.5,DE,,,,
982,0ce26012-4c39-4ceb-8455-5fc48286a3e3,2014-10-06,6.5,2.0,4.0,4.0,CA,85.5,1073741823.0,Entire home/apt,",City Centre,Old City"
983,0ce7f1c6-ac54-4431-ba50-3ccee41cc642,2014-10-04,2.0,,1.0,1.0,IE,,,,
984,0ce83a20-cc13-4b73-8c74-5cc551cfff59,2014-10-05,1.5,1.0,1.0,1.0,GB,,,,
985,0ceb2efa-fc2a-4b6c-ae12-50862dd00875,2014-10-06,1.0,4.0,8.0,8.0,MT,,,,
986,0cef1eaf-4ec0-4e48-a3a5-6aa1b28ef254,"2014-10-11, 2014-10-12",14.666666666666666,2.0,1.3333333333333333,1.3333333333333333,FR,0.0,63.0,,
987,0cefd095-5863-4fca-95f5-d7183f70f74f,2014-10-12,2.0,4.0,1.0,1.0,IE,,,,
988,0cf4ac14-6b91-42f8-92ce-f1c0f069902b,2014-10-07,6.0,3.0,3.0,3.0,SE,,,,
989,0cf5c484-f1f4-4330-946c-7386b96434cb,2014-10-09,1.0,,1.0,1.0,GB,,,,
990,0cfaaa03-cf91-460f-95ef-1f7441dd03f1,2014-10-07,2.0,,10.0,10.0,IE,,,",Entire home/apt",
991,0cfe2242-5ec7-4ac5-a83c-b62bdfec26b5,2014-10-06,3.0,,1.0,1.0,NL,,,,
992,0d0341b8-d6ce-45c9-a7c7-2a83481391a3,"2014-10-06, 2014-10-03",6.333333333333333,1.0,1.0,1.6666666666666667,GB,,,,",City Centre"
993,0d11e17f-0b1d-491e-8649-dfa39fb0bcef,2014-10-12,2.5,6.0,2.0,2.0,FR,,,,
994,0d255058-2d12-4a20-87ec-8448f4c7a737,2014-10-04,1.0,14.0,1.0,1.0,IE,,,,
995,0d2d4f67-b03e-427c-8e2d-b1165c604a7d,2014-10-14,38.0,3.0,3.0,3.0,US,0.0,490.0,",Entire home/apt",
996,0d2f5ae1-a490-4f38-acfb-f809b3a68015,"2014-10-06, 2014-10-04, 2014-10-01, 2014-10-03",48.857142857142854,2.0,1.7142857142857142,1.7142857142857142,IE,0.0,120.2,",Private room, ,Entire home/apt,Entire home/apt,Private room,Private room, ,Entire home/apt,Private room,Private room,Shared room,Shared room",",Ranelagh and Rathmines"
997,0d35e344-35bf-4a27-8d53-402bfa01ef79,2014-10-01,2.5,2.0,1.0,2.5,GB,,,,
998,0d459ac4-3d31-40fc-a414-135c72fb81a4,2014-10-06,11.0,5.0,2.0,2.0,US,0.0,150.0,",Entire home/apt",",City Centre"
999,0d4beadc-ca8d-40be-8afd-a1d82c1a329b,2014-10-05,16.0,5.0,3.0,3.0,IT,0.0,323.0,",Entire home/apt",
1000,0d6558ca-b1b2-4cf3-b3ee-8694a331f666,"2014-10-13, 2014-10-14, 2014-10-06",23.0,2.0,1.0,1.0,IE,0.0,100.33333333333333,Private room,
1001,0d67df24-b41a-409c-aba6-999f1f421391,"2014-10-11, 2014-10-10",6.5,2.0,2.0,2.0,DE,0.0,130.0,,
1002,0d738298-1b6f-4d3c-8ce6-a0a4c507a9f2,2014-10-13,9.666666666666666,2.5,2.0,3.0,HR,0.0,938.0,,",City Centre"
1003,0d77c525-8196-4ab4-84a3-7e33420a7757,2014-10-07,12.0,2.0,2.0,2.0,US,0.0,60.0,,
1004,0d7be131-a82d-4299-977c-67c6d523b86a,2014-10-02,1.0,,1.0,1.0,KE,,,,
1005,0d82011b-df49-4717-929c-7ecc9e5a4334,2014-10-12,1.0,,1.0,1.0,IE,,,,
1006,0d820845-96ef-4c58-a3da-402395ae41a4,2014-10-14,20.0,1.0,1.0,1.0,GB,0.0,90.0,",Private room",
1007,0d8346b3-d392-4f1f-a099-747c9666c114,2014-10-06,2.5,7.0,1.0,1.5,HR,0.0,50.0,,
1008,0d867dca-7455-4cc6-8c5e-a7aa5194141b,"2014-10-11, 2014-10-09",3.5,2.5,7.0,8.0,GB,,,",Entire home/apt, Entire home/apt",
1009,0d870a7a-5cb5-41fb-a552-19490e4679c3,2014-10-04,6.0,,1.0,1.0,FR,,,,
1010,0d87bf0e-a219-455a-9415-413856440719,"2014-10-10, 2014-10-12, 2014-10-06",5.8,3.5,2.4,3.4,FR,0.0,182.75,,
1011,0d8bd800-a9f2-472e-a1e7-45982de6b1e6,"2014-10-08, 2014-10-14",4.666666666666667,2.0,1.0,1.3333333333333333,GB,,,,
1012,0d90252c-a3fc-459c-a4f5-b7516edc7769,2014-10-08,2.0,,1.0,1.0,NL,,,,
1013,0d98b3c9-3d10-4a03-b4c0-70e24cfc3275,2014-10-13,13.0,1.0,2.0,2.0,US,0.0,85.0,,
1014,0d9954e6-6c7a-47f4-b1b9-7bf03bc82545,2014-10-01,1.0,127.0,1.0,1.0,IE,,,,
1015,0d9eaa9f-28bb-4900-a165-573efe26afdc,2014-10-12,23.0,4.0,1.0,1.5,CH,,,",Entire home/apt",
1016,0da09a61-daa8-4b2b-9856-5d8cea4b9563,2014-10-07,1.0,3.0,2.0,2.0,GB,,,,
1017,0da70baa-3f31-441c-ad85-b14f7e48558e,2014-10-14,10.0,5.0,2.0,2.0,IT,0.0,1073741823.0,,
1018,0da940db-685c-48f8-904d-80c7f1078703,2014-10-10,5.0,,1.0,2.0,GB,0.0,339.0,",Entire home/apt",
1019,0da9ab46-733a-4c15-835e-b86eb33e73a8,2014-10-14,1.0,,1.0,1.0,IE,,,,
1020,0dab2c0d-c8cb-40d5-a3c0-3a70ed3a858c,2014-10-02,14.0,2.0,1.0,3.0,GB,,,,
1021,0db7fdd3-5a82-4619-801f-5a7eeb1607f6,"2014-10-14, 2014-10-09",6.0,2.0,1.0,1.0,GB,0.0,30.0,,
1022,0dbae350-b191-424e-a7fe-3af6855d44a8,2014-10-07,3.0,,1.0,1.0,SK,0.0,105.0,,
1023,0dbeb76a-556c-47c3-9657-69f686e3a83d,2014-10-13,10.0,3.0,2.0,2.0,GB,0.0,170.0,",Entire home/apt,Entire home/apt,Private room",
1024,0dc01704-b25f-4963-af9d-a41ef2839f75,"2014-10-12, 2014-10-09, 2014-10-10",6.0,2.25,2.5,3.0,US,0.0,268435552.0,,
1025,0dc44ae3-841d-4d12-902f-5b84ea989e94,2014-10-10,2.5,2.0,1.0,1.0,DE,,,",Entire home/apt,Private room,Private room,Entire home/apt",
1026,0dc80a3e-23d5-4f78-918e-cf757527435b,2014-10-11,1.0,2.0,5.0,5.0,NO,,,,
1027,0dc891ce-93d3-4bfb-9b45-659e398b628e,2014-10-09,7.0,2.0,1.0,2.0,ES,,,",Shared room",
1028,0dc976c2-da01-4f55-b8aa-9ffda4c51d48,2014-10-12,1.0,,1.0,1.0,IE,,,,
1029,0dced50f-005c-4864-a6fe-cc982f8be02a,2014-10-07,3.0,,1.0,1.0,CH,,,,
1030,0dd569a3-f15a-4af3-9a87-b0618239a611,2014-10-13,15.0,2.0,2.0,2.0,ES,,,",Entire home/apt,Entire home/apt,Private room",
1031,0dd77cb6-d796-47c7-b417-5fc5e3f506b1,"2014-10-02, 2014-10-01",1.5,,4.0,4.0,US,0.0,250.0,,
1032,0ddf4c8b-8260-45af-9e67-463f035e220b,"2014-10-11, 2014-10-09",34.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,CA,0.0,175.0,",Entire home/apt, ,Entire home/apt,Entire home/apt,Private room,Private room",
1033,0de31a75-171b-4f4f-a075-d9304d922af0,2014-10-01,5.0,6.0,2.0,2.0,IE,,,",Entire home/apt",
1034,0de94ef1-9b6e-4902-a211-952d45cb6c89,"2014-10-08, 2014-10-04, 2014-10-02, 2014-10-06",7.0,4.0,2.8,3.4,US,0.0,103.33333333333333,",Entire home/apt,Private room, ,Entire home/apt",
1035,0ded71fb-ce94-4e88-918e-0bcbd023b1d9,2014-10-01,12.0,,1.0,1.0,ES,,,,
1036,0def9040-481b-4d72-af7a-3f93948ffa00,"2014-10-02, 2014-10-01",2.5,,1.0,1.0,IE,,,,
1037,0df27e07-9a00-42ae-bc9f-30dc4ad3abbb,2014-10-11,3.0,3.0,3.0,3.0,FR,0.0,48.0,",Shared room",
1038,0df3978a-cc04-48fe-bec3-b1c73200f980,2014-10-02,2.0,,1.0,1.0,CA,,,,
1039,0df463ad-be7d-4956-9b26-41530ca18dd9,"2014-10-13, 2014-10-10",1.0,2.0,3.0,3.0,GB,,,,
1040,0df7fa2f-60f8-41d7-a23f-5cd91ee90d89,2014-10-06,1.0,8.0,1.0,1.0,UA,,,,
1041,0df90edb-7257-4ff2-a7b4-b78706185ec9,2014-10-12,11.0,3.0,2.0,2.0,BE,0.0,515.0,",Entire home/apt",",City Centre"
1042,0dfa26c1-fe11-4725-9918-a96558394a06,2014-10-07,2.0,2.0,2.0,2.0,ES,,,,
1043,0dff4cf3-b138-4fc8-a761-81705dbceb70,2014-10-02,9.0,5.5,1.0,1.0,US,,,,
1044,0e02a1c8-71be-4a57-9410-37f412106df6,2014-10-10,8.0,3.0,1.0,1.0,IT,,,,
1045,0e0a3f4c-1143-4b13-9ba4-772a3ecd630e,2014-10-13,1.0,,1.0,1.0,US,,,,
1046,0e0fc88b-f5bb-47c3-9c2e-f2cbbebf17ce,2014-10-07,2.0,4.0,1.0,1.0,IE,,,,
1047,0e17b8f6-4942-42c0-a397-403fe0b3f770,2014-10-02,3.0,2.0,8.0,8.0,CH,,,,
1048,0e180c81-8e13-48c1-92ba-2e6622e39e7e,2014-10-04,3.0,1.0,1.0,1.0,GB,,,Private room,
1049,0e186805-dd39-4616-8cd5-cb225927d917,"2014-10-13, 2014-10-14",2.875,45.42857142857143,1.0,1.0,DE,,,Private room,",City Centre"
1050,0e223a7e-bfff-484d-9d11-61c91e0c594f,2014-10-09,7.0,4.0,1.0,1.0,IT,,,,
1051,0e224102-3559-41e1-89a9-318328a347fc,2014-10-01,1.5,3.0,1.0,8.5,GB,,,,
1052,0e261010-a6c0-491c-a696-ea41d0905016,2014-10-09,5.0,5.5,1.0,1.0,US,0.0,215.0,"Private room, ,Private room",
1053,0e282e5b-b8e1-473a-9e20-579445ef4277,2014-10-02,2.0,,1.0,1.0,CH,,,,
1054,0e2a963e-6ef3-414b-9e3e-89f59f160faa,"2014-10-04, 2014-10-05, 2014-10-02, 2014-10-03",6.2,3.0,1.4,1.6,US,0.0,100.0,",Private room",
1055,0e30397c-824b-46f7-b803-862e78c1c53b,"2014-10-12, 2014-10-14",2.0,1.0,1.5,2.0,GB,,,,
1056,0e35a831-26e8-4624-acc5-2457dda68edf,2014-10-06,1.25,3.5,1.0,1.25,IT,,,,
1057,0e36f223-ff91-4b7d-a8be-0bf9585fdcaa,"2014-10-04, 2014-10-02",2.5,1.0,1.0,1.0,IE,0.0,62.0,",Private room",
1058,0e3b64ee-f104-4806-8ea9-3391865bdad7,2014-10-12,14.0,5.0,3.0,3.0,ES,0.0,736.0,,
1059,0e3b98dc-aa68-4c87-ac33-3b230792063f,2014-10-06,3.0,2.0,2.0,2.0,GB,0.0,257.0,,
1060,0e44d55e-868b-4898-98f7-93167a8b0b0b,"2014-10-08, 2014-10-07",6.0,4.0,2.0,2.0,NL,0.0,67.5,,",City Centre,Docklands,Old City,Temple Bar,Trinity College"
1061,0e452af0-aad3-43f2-a0c5-cf588ce1710c,2014-10-03,1.0,,1.0,1.0,DE,,,,
1062,0e46b8ad-5e84-48a1-945d-92257a17aeea,2014-10-12,12.666666666666666,4.5,1.0,3.3333333333333335,BR,0.0,315.0,",Entire home/apt",
1063,0e4841b7-bd19-49cb-97bd-74251052a0f3,2014-10-01,1.0,2.0,2.0,2.0,FR,,,Entire home/apt,
1064,0e4abc6b-1445-4dec-8fc5-2fca51eb87cc,"2014-10-08, 2014-10-14",1.0,,1.0,1.0,IE,,,,
1065,0e4c8696-ee90-4feb-acac-4186580897e0,2014-10-07,2.5,2.0,1.0,4.5,GB,,,",Entire home/apt",
1066,0e4f7dec-4387-4ba2-b224-32374b1d03f1,2014-10-13,2.0,,1.0,1.0,IE,,,,
1067,0e5044e1-e46a-4d67-914a-93f3b1c41c40,2014-10-01,16.0,1.0,1.0,1.0,GB,,,Entire home/apt,
1068,0e5994de-a467-4871-b126-6fc71b3c414d,2014-10-02,3.5,6.0,1.5,2.0,FR,0.0,111.0,",Entire home/apt, Entire home/apt",
1069,0e5bd507-f93d-4ea9-999e-ed92d04d3b03,2014-10-14,3.0,2.5,1.0,1.0,IE,0.0,30.0,",Private room",
1070,0e5f36f9-47dc-41cf-84f7-7c5799a6d1af,2014-10-13,3.5,3.0,1.0,1.0,GB,,,,
1071,0e63b29e-586c-4b5a-8c93-5e3444511c75,"2014-10-08, 2014-10-07, 2014-10-06",57.5,6.0,1.5,2.0,FR,0.0,169.75,",Entire home/apt,Private room,Shared room,Entire home/apt,Shared room, ,Private room, ,Entire home/apt,Shared room,Private room,Private room,Shared room,Shared room",
1072,0e73b44e-8f94-4177-8e1c-32ea54a63ff9,2014-10-04,17.0,,1.0,1.0,US,0.0,275.0,",Entire home/apt",
1073,0e75bea8-21a3-4607-8603-671349b7bbbd,2014-10-14,30.0,,1.0,6.0,US,100.0,1073741823.0,",Entire home/apt",",City Centre"
1074,0e7ba778-81ad-4124-8e9c-b8b75cd55ac1,"2014-10-08, 2014-10-14, 2014-10-09",7.75,3.0,1.25,1.5,IE,0.0,536870957.5,,
1075,0e8f1d9d-a638-48f3-8717-c4b508bad8ad,2014-10-07,3.0,,1.0,1.0,GB,,,,
1076,0e915d9a-3c8b-4fc4-97a6-db2501f29f9a,2014-10-06,1.0,,1.0,1.0,US,0.0,70.0,Entire home/apt,
1077,0e96a988-1fa7-48ac-84e7-6d48d753f814,2014-10-13,11.0,1.0,4.0,4.0,IE,,,,
1078,0ea03bc9-550a-41ea-9b38-a83193e3ad6a,2014-10-14,6.0,27.0,1.0,1.0,GB,,,",Entire home/apt",
1079,0ea483e4-4488-4f0e-89aa-3e4700257c07,2014-10-06,1.0,,1.0,1.0,BR,,,,
1080,0eaa8882-e931-4193-b667-c71daaf62109,2014-10-04,1.0,,1.0,1.0,IE,,,,
1081,0eb027d4-c3ee-4615-bb11-1f7781627f3d,2014-10-13,1.0,,1.0,1.0,IE,,,,
1082,0eb26c14-480d-4a41-8d2a-fe36fc1725be,2014-10-08,1.0,,1.0,1.0,FR,,,,
1083,0eb29c8b-d32d-46b2-ad63-75e145ddafd5,2014-10-06,12.0,,1.0,1.0,IT,,,,
1084,0ebbac55-486b-4b90-8034-3cc12822abfd,2014-10-13,1.0,3.0,2.0,2.0,GB,,,,
1085,0ec2366b-b8b5-4bb6-a3dc-a5c8fd00abbd,2014-10-07,4.0,2.0,1.0,1.0,GB,,,"Entire home/apt,Private room",
1086,0ec71ddc-09f9-48ba-a489-be7188cfea77,2014-10-07,2.0,3.0,2.0,2.0,CH,,,",Entire home/apt",
1087,0ec9e535-8787-4b25-b2c1-5a73cc3ec9df,2014-10-09,5.0,5.0,3.0,3.0,IT,0.0,282.0,",Entire home/apt",
1088,0ecab412-7bb6-4f00-adea-31c14c5c6193,2014-10-11,2.0,,1.0,1.0,IE,,,,
1089,0ed00348-c9f6-496c-8c57-cab9f06f98a1,2014-10-10,7.0,13.0,3.0,3.0,US,0.0,150.0,",Entire home/apt",
1090,0ed1fc8d-b6be-4cc3-90fe-b121aa2fd330,2014-10-12,3.5,3.0,1.0,1.0,FR,,,,
1091,0edabe13-08dd-4b42-8717-cffa8337324f,2014-10-13,3.0,4.0,3.0,3.0,DE,,,",Entire home/apt",
1092,0ee44fa6-f019-4e98-892c-73af9ee2f57a,2014-10-01,2.0,3.0,2.0,2.0,GB,0.0,123.0,Entire home/apt,
1093,0ef2dd6d-64cc-4a4f-b391-53bbc4aeae63,"2014-10-11, 2014-10-05",3.0,2.0,1.3333333333333333,2.3333333333333335,GB,0.0,104.0,",Entire home/apt, Entire home/apt",
1094,0ef2f473-9d69-4ecd-a92d-f568c373e96f,2014-10-10,2.0,4.0,13.0,13.0,IT,,,",Entire home/apt",
1095,0ef40f70-c23d-4c5a-b95b-a738c8ec9f92,2014-10-02,98.0,2.0,2.0,2.0,GB,0.0,601.0,",Entire home/apt",
1096,0efd0919-9c89-456f-b9f4-ce1126b1089b,2014-10-07,10.0,4.0,1.0,1.0,IE,,,",Private room",
1097,0eff308b-e874-4b54-bafc-f5e3d1d10d3b,"2014-10-12, 2014-10-07, 2014-10-03, 2014-10-11, 2014-10-01, 2014-10-06",7.5,,1.6666666666666667,2.0,IE,0.0,126.0,",Entire home/apt, Entire home/apt",
1098,0f025283-663f-46a5-812c-e45f2c86c06e,2014-10-08,2.0,2.5,1.0,1.0,FR,,,",Entire home/apt",
1099,0f03c618-9597-4a3a-b309-4a0d33749c1f,"2014-10-02, 2014-10-01",21.0,2.0,1.0,1.0,FR,0.0,536870936.5,",Private room,Private room,Shared room, Private room,Private room,Shared room",
1100,0f07f9a2-8400-433d-a5d3-7a4ee7e48962,2014-10-14,2.0,2.0,1.0,3.0,IT,0.0,303.0,,
1101,0f0aa771-c940-4ef5-ac41-572397ebff27,"2014-10-08, 2014-10-11, 2014-10-09, 2014-10-10",4.5,5.0,1.0,1.0,GB,,,",Entire home/apt, Entire home/apt",
1102,0f0bdf4a-da4c-4c26-a31f-1ff6bfe53c8b,2014-10-05,3.0,,4.0,4.0,DE,,,,
1103,0f0dc9d4-4feb-4738-a921-7aacb318a51f,2014-10-02,3.0,,1.0,1.0,BR,,,,
1104,0f140a25-b6f0-4d30-8bfb-b9045afa8e17,2014-10-07,1.0,,1.0,1.0,IE,,,,
1105,0f162d10-240c-4382-87ad-2c89455f8bc3,2014-10-11,20.0,4.0,2.0,2.0,FR,0.0,1073741823.0,,
1106,0f1b7fae-30ca-4975-9129-8e7933aa8103,2014-10-14,3.0,2.0,2.0,2.0,ES,,,",Entire home/apt",
1107,0f1b92ee-74b0-4460-b07f-4b5e845ac0a8,2014-10-13,11.5,1.0,1.0,1.0,IE,0.0,64.0,",Entire home/apt,Private room,Shared room",
1108,0f1f1b54-e7a5-4669-b157-ff501b3e7675,2014-10-05,2.5,1.0,1.0,1.0,FR,0.0,61.0,",Private room",
1109,0f25cf85-5e61-4f6b-9e99-1e01bcfca9a6,2014-10-09,7.0,1.0,1.0,4.0,GB,,,",Entire home/apt,Shared room",",City Centre"
1110,0f2ab23d-0480-42a9-b61d-665dd7c4dcdb,2014-10-06,5.0,1.0,1.0,1.0,GB,,,",Entire home/apt,Entire home/apt,Private room",
1111,0f2d76f2-7d6b-4f26-811f-4f9528eda102,2014-10-13,10.0,4.0,2.0,2.0,BR,0.0,78.0,",Entire home/apt,Entire home/apt,Private room,Private room",
1112,0f2e0d61-a78c-411b-a949-57aba1c1d7d1,"2014-10-04, 2014-10-06",3.6666666666666665,1.0,1.6666666666666667,2.3333333333333335,GB,,,",Entire home/apt, Entire home/apt",
1113,0f302dc9-fe0c-42ff-ae92-666c3e8d2904,"2014-10-11, 2014-10-12",2.0,,2.0,2.0,IE,761.0,1073741823.0,,
1114,0f310d9d-92f8-4199-8a58-dec5dd5160c6,2014-10-03,2.3333333333333335,6.0,2.0,3.3333333333333335,FR,0.0,159.66666666666666,Entire home/apt,
1115,0f322ffb-fda0-443b-a799-9dac6f64d123,2014-10-10,7.0,1.0,1.0,1.0,IE,23.0,1073741823.0,",Private room",
1116,0f36fc93-9164-4d88-8569-24fd48ecd179,2014-10-14,1.0,2.0,4.0,4.0,CA,,,,
1117,0f37a7d4-a3a9-43af-94de-2b678af14fa6,2014-10-06,6.0,1.0,2.0,2.0,IE,,,",Entire home/apt",
1118,0f38b20a-5a8c-439e-9cae-f383f4568108,"2014-10-08, 2014-10-10, 2014-10-09, 2014-10-06",24.0,3.0,4.0,4.0,IT,0.0,272.0,,
1119,0f3c5db0-1663-478e-bcf5-42b1f6850477,2014-10-07,10.0,1.0,2.0,2.0,IE,0.0,179.0,"Entire home/apt,Private room, ,Entire home/apt,Entire home/apt,Private room",
1120,0f3d8d52-d1ad-4e00-8b4e-f0b490dcb8bf,2014-10-01,8.0,5.0,2.0,3.0,FR,0.0,230.0,"Entire home/apt,Private room,Private room,Entire home/apt",
1121,0f496d9f-a181-4059-9686-ed9ab0651ece,2014-10-04,2.0,3.0,1.0,2.0,US,0.0,144.0,,
1122,0f4bf5c2-e8fe-4105-9efb-e056cf1af038,"2014-10-12, 2014-10-14",4.0,,1.0,1.0,IE,0.0,99.0,Entire home/apt,
1123,0f4c80c9-f96b-4e2c-96f7-987b1bcc8507,"2014-10-08, 2014-10-09",26.5,6.5,1.5,1.5,AR,0.0,498.0,",Entire home/apt,Entire home/apt,Private room, Entire home/apt,Entire home/apt,Private room,Private room",
1124,0f4ca46e-7777-4a32-b592-f7b8f963d5a3,2014-10-02,1.0,,1.0,1.0,RU,,,,
1125,0f4ea370-702c-4f08-a00d-98e67c2a3574,"2014-10-02, 2014-10-04, 2014-10-01, 2014-10-03",17.714285714285715,2.6666666666666665,3.4285714285714284,6.142857142857143,US,0.0,214748573.6,",Entire home/apt, Entire home/apt, Entire home/apt,Entire home/apt,Shared room",
1126,0f4ee66b-6703-4156-be60-28ac46c1a354,2014-10-02,1.0,,1.0,1.0,IE,,,,
1127,0f55be7e-81d7-4d8e-8cbe-5de2f41a5e16,2014-10-05,4.0,2.0,2.0,2.0,GB,,,Entire home/apt,
1128,0f57c1c0-be79-43da-a693-ce79605e1754,2014-10-10,7.0,4.0,2.0,2.0,ES,0.0,195.0,",Entire home/apt",
1129,0f5b198b-c3bd-4cb5-9999-37064d72edc2,2014-10-10,4.0,3.0,2.0,2.0,FR,,,"Entire home/apt,Entire home/apt,Private room",
1130,0f5b3cf6-5ae1-49e2-a957-6f08008f7c74,2014-10-06,18.0,2.0,6.0,7.0,GB,,,,
1131,0f626b5d-fec7-42e8-8f4b-9757f6ae6682,2014-10-09,2.0,,1.0,1.0,FR,,,,
1132,0f66f081-ee93-4435-92a5-ab29fcc0c308,"2014-10-13, 2014-10-14",4.5,1.0,1.25,1.75,NL,0.0,59.333333333333336,,
1133,0f69118d-9c07-4403-bbcb-95180e244578,2014-10-01,6.0,3.0,2.0,2.0,PT,0.0,85.0,"Entire home/apt,Private room",
1134,0f71c2ca-9669-4da8-b0e5-27bf7991c131,2014-10-03,15.0,2.0,2.0,2.0,US,,,",Entire home/apt,Entire home/apt,Private room,Private room",
1135,0f78a3b7-4666-4a33-9e52-22ed91537623,2014-10-05,21.5,6.5,4.5,4.5,FR,0.0,285.0,Entire home/apt,
1136,0f7944c2-8c7c-456d-b13f-95b256aba2b1,"2014-10-12, 2014-10-03",8.5,8.0,1.5,1.5,TR,0.0,150.0,",Entire home/apt, Entire home/apt",
1137,0f7b7ec4-d215-4f20-a636-72e3c114d15a,2014-10-13,4.0,5.0,1.0,1.0,IN,0.0,68.0,,
1138,0f7d3ef8-56b1-4582-80ed-a1d6bae896ee,2014-10-10,5.0,,1.0,1.0,US,,,,
